           ﻿nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";76.47;"MALUKU UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";228.38;"PAPUA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";897.69;PAPUA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2017;"Semester 1 (Maret)";27771.22;INDONESIA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";848.44;ACEH
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";1455.95;"SUMATERA UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";371.56;"SUMATERA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";515.4;RIAU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";289.8;JAMBI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";1101.19;"SUMATERA SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";328.61;BENGKULU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";1169.6;LAMPUNG
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";72.76;"KEP. BANGKA BELITUNG"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";120.41;"KEP. RIAU"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";384.3;"DKI JAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";4224.33;"JAWA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";4506.89;"JAWA TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";494.94;"DI YOGYAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";4703.3;"JAWA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";658.11;BANTEN
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";178.18;BALI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";804.44;"NUSA TENGGARA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";1149.92;"NUSA TENGGARA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";381.35;"KALIMANTAN BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";143.49;"KALIMANTAN TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";195.7;"KALIMANTAN SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";212.92;"KALIMANTAN TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";41.12;"KALIMANTAN UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";202.82;"SULAWESI UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";420.52;"SULAWESI TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";807.03;"SULAWESI SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";326.86;"SULAWESI TENGGARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";203.19;GORONTALO
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";152.73;"SULAWESI BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";327.72;MALUKU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";74.68;"MALUKU UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";225.8;"PAPUA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";911.33;PAPUA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2016;"Semester 1 (Maret)";28005.39;INDONESIA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";851.59;ACEH
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";1463.67;"SUMATERA UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";379.61;"SUMATERA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";531.39;RIAU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";300.71;JAMBI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";1145.63;"SUMATERA SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";334.07;BENGKULU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";1163.49;LAMPUNG
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";74.09;"KEP. BANGKA BELITUNG"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";122.4;"KEP. RIAU"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";398.92;"DKI JAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";4435.7;"JAWA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";4577.04;"JAWA TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";550.23;"DI YOGYAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";4789.12;"JAWA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";702.4;BANTEN
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";196.71;BALI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";823.89;"NUSA TENGGARA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";1159.84;"NUSA TENGGARA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";383.7;"KALIMANTAN BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";147.7;"KALIMANTAN TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";198.44;"KALIMANTAN SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";212.89;"KALIMANTAN TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";39.69;"KALIMANTAN UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";208.54;"SULAWESI UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";421.62;"SULAWESI TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";797.72;"SULAWESI SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";321.88;"SULAWESI TENGGARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";206.84;GORONTALO
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";160.48;"SULAWESI BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";328.41;MALUKU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";79.9;"MALUKU UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";225.36;"PAPUA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";859.15;PAPUA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";28592.79;INDONESIA
